Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
EVOTAZ,00003-3641-11,"300 mg/1,                         150  mg/1",TABLET,ORAL,NDA206353,"E.R. Squibb & Sons, L.L.C.",0003-3641,atazanavir and cobicistat,ATAZANAVIR SULFATE;  COBICISTAT,HUMAN PRESCRIPTION DRUG,1/29/2015,N/A,NDA,30 TABLET in 1 BOTTLE (0003-3641-11),"HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], UGT1A1 Inhibitors [MoA], UDP Glucuronosyltransferases Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA]",N/A,No,12/31/2021
Biktarvy,61958-2501-01,"50 mg/1,                         200  mg/1,                         25  mg/1",TABLET,ORAL,NDA210251,"Gilead Sciences, Inc.",61958-2501,"bictegravir sodium, emtricitabine, and tenofovir alafenamide fumarate",BICTEGRAVIR SODIUM;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,2/7/2018,N/A,NDA,"30 TABLET in 1 BOTTLE, PLASTIC (61958-2501-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Biktarvy,61958-2501-02,"50 mg/1,                         200  mg/1,                         25  mg/1",TABLET,ORAL,NDA210251,"Gilead Sciences, Inc.",61958-2501,"bictegravir sodium, emtricitabine, and tenofovir alafenamide fumarate",BICTEGRAVIR SODIUM;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,2/7/2018,N/A,NDA,"7 TABLET in 1 BOTTLE, PLASTIC (61958-2501-2)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
PREZCOBIX,59676-0575-30,"800 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,NDA205395,Janssen Products LP,59676-575,DARUNAVIR ETHANOLATE and COBICISTAT,DARUNAVIR ETHANOLATE;  COBICISTAT,HUMAN PRESCRIPTION DRUG,1/31/2015,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (59676-575-30)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA]",N/A,No,12/31/2021
Symtuza,59676-0800-30,"800 mg/1,                         150  mg/1,                         200  mg/1,                         10  mg/1","TABLET, FILM COATED",ORAL,NDA210455,Janssen Products LP,59676-800,"Darunavir, Cobicistat, Emtricitabine, and Tenofovir alafenamide",DARUNAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE,HUMAN PRESCRIPTION DRUG,7/17/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (59676-800-30)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Symtuza,59676-0800-99,"800 mg/1,                         150  mg/1,                         200  mg/1,                         10  mg/1","TABLET, FILM COATED",ORAL,NDA210455,Janssen Products LP,59676-800,"Darunavir, Cobicistat, Emtricitabine, and Tenofovir alafenamide",DARUNAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE,HUMAN PRESCRIPTION DRUG,7/17/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (59676-800-99)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,Yes,12/31/2021
Dovato,49702-0246-61,"50 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA211994,ViiV Healthcare Company,49702-246,dolutegravir sodium and lamivudine,DOLUTEGRAVIR SODIUM;  LAMIVUDINE,HUMAN PRESCRIPTION DRUG,4/8/2019,N/A,NDA,"14 TABLET, FILM COATED in 1 BOTTLE (49702-246-61)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Dovato,49702-0246-13,"50 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA211994,ViiV Healthcare Company,49702-246,dolutegravir sodium and lamivudine,DOLUTEGRAVIR SODIUM;  LAMIVUDINE,HUMAN PRESCRIPTION DRUG,4/8/2019,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-246-13)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Juluca,49702-0242-13,"50 mg/1,                         25  mg/1","TABLET, FILM COATED",ORAL,NDA210192,ViiV Healthcare Company,49702-242,dolutegravir sodium and rilpivirine hydrochloride,DOLUTEGRAVIR SODIUM;  RILPIVIRINE HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,11/21/2017,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (49702-242-13)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Multidrug and Toxin Extrusion Transporter 1 Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Non-Nucleoside Analog [EXT]",N/A,No,12/31/2021
DELSTRIGO,00006-5007-01,"100 mg/1,                         300  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA210807,Merck Sharp & Dohme Corp.,0006-5007,"doravirine, lamivudine, and tenofovir disoproxil fumarate",DORAVIRINE;  LAMIVUDINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,7/20/2018,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0006-5007-01)","Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Non-Nucleoside Analog [EXT], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Atripla,70518-0341-00,"600 mg/1,                         200  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021937,REMEDYREPACK INC.,70518-0341,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate",EFAVIRENZ;  EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,3/20/2017,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (70518-0341-0)","Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Analog [EXT], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Cytochrome P450 3A Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Atripla,15584-0101-01,"600 mg/1,                         200  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021937,"Gilead Sciences, LLC",15584-0101,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate",EFAVIRENZ;  EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,7/20/2006,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (15584-0101-1)","Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Analog [EXT], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Cytochrome P450 3A Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
SYMFI,49502-0475-93,"600 mg/1,                         300  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA022142,Mylan Specialty L.P.,49502-475,"Efavirenz, Lamivudine and Tenofovir Disoproxil Fumarate",EFAVIRENZ;  LAMIVUDINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,4/25/2018,N/A,NDA,"1 BOTTLE, PLASTIC in 1 CARTON (49502-475-93)  > 30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Analog [EXT], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Cytochrome P450 3A Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
SYMFI LO,49502-0425-93,"400 mg/1,                         300  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA208255,Mylan Specialty L.P.,49502-425,"Efavirenz, Lamivudine and Tenofovir Disoproxil Fumarate",EFAVIRENZ;  LAMIVUDINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,3/13/2018,N/A,NDA,"1 BOTTLE, PLASTIC in 1 CARTON (49502-425-93)  > 30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC","Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Analog [EXT], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Cytochrome P450 3A Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Genvoya,61958-1901-01,"150 mg/1,                         150  mg/1,                         200  mg/1,                         10  mg/1",TABLET,ORAL,NDA207561,"Gilead Sciences, Inc.",61958-1901,"elvitegravir, cobicistat, emtricitabine, and tenofovir alafenamide",ELVITEGRAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,11/5/2015,N/A,NDA,"30 TABLET in 1 BOTTLE, PLASTIC (61958-1901-1)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Genvoya,70518-0568-00,"150 mg/1,                         150  mg/1,                         200  mg/1,                         10  mg/1",TABLET,ORAL,NDA207561,REMEDYREPACK INC.,70518-0568,"elvitegravir, cobicistat, emtricitabine, and tenofovir alafenamide",ELVITEGRAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,6/6/2017,N/A,NDA,30 TABLET in 1 BLISTER PACK (70518-0568-0),"HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Stribild,61958-1201-01,"150 mg/1,                         150  mg/1,                         200  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA203100,"Gilead Sciences, Inc.",61958-1201,"elvitegravir, cobicistat, emtricitabine, and tenofovir disoproxil fumarate",ELVITEGRAVIR;  COBICISTAT;  EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/27/2012,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (61958-1201-1)","HIV Integrase Inhibitors [MoA], Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
ODEFSEY,61958-2101-01,"200 mg/1,                         25  mg/1,                         25  mg/1",TABLET,ORAL,NDA208351,"Gilead Sciences, Inc.",61958-2101,"emtricitabine, rilpivirine hydrochloride, and tenofovir alafenamide",EMTRICITABINE;  RILPIVIRINE HYDROCHLORIDE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,3/1/2016,N/A,NDA,"30 TABLET in 1 BOTTLE, PLASTIC (61958-2101-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Non-Nucleoside Analog [EXT], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
COMPLERA,61958-1101-01,"200 mg/1,                         25  mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA202123,"Gilead Sciences, Inc.",61958-1101,"emtricitabine, rilpivirine hydrochloride, and tenofovir disoproxil fumarate",EMTRICITABINE;  RILPIVIRINE HYDROCHLORIDE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/10/2011,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (61958-1101-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Non-Nucleoside Reverse Transcriptase Inhibitors [MoA], Non-Nucleoside Analog [EXT], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
