Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
DESCOVY,61958-2002-02,"200 mg/1,                         25  mg/1",TABLET,ORAL,NDA208215,"Gilead Sciences, Inc.",61958-2002,emtricitabine and tenofovir alafenamide,EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,4/4/2016,N/A,NDA,30 TABLET in 1 BLISTER PACK (61958-2002-2),"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
DESCOVY,70518-0230-00,"200 mg/1,                         25  mg/1",TABLET,ORAL,NDA208215,REMEDYREPACK INC.,70518-0230,emtricitabine and tenofovir alafenamide fumarate,EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,2/16/2017,N/A,NDA,30 TABLET in 1 BLISTER PACK (70518-0230-0),"Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
DESCOVY,61958-2002-01,"200 mg/1,                         25  mg/1",TABLET,ORAL,NDA208215,"Gilead Sciences, Inc.",61958-2002,emtricitabine and tenofovir alafenamide,EMTRICITABINE;  TENOFOVIR ALAFENAMIDE FUMARATE,HUMAN PRESCRIPTION DRUG,4/4/2016,N/A,NDA,"30 TABLET in 1 BOTTLE, PLASTIC (61958-2002-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,68071-2112-03,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"NuCare Pharmaceuticals,Inc.",68071-2112,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"3 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (68071-2112-3)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Truvada,63629-7581-01,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,Bryant Ranch Prepack,63629-7581,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"3 TABLET, FILM COATED in 1 BOTTLE (63629-7581-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,63629-7581-02,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,Bryant Ranch Prepack,63629-7581,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"7 TABLET, FILM COATED in 1 BOTTLE (63629-7581-2)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,63629-7581-03,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,Bryant Ranch Prepack,63629-7581,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"15 TABLET, FILM COATED in 1 BOTTLE (63629-7581-3)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,70518-0097-01,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,REMEDYREPACK INC.,70518-0097,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,1/3/2017,N/A,NDA,"3 TABLET, FILM COATED in 1 BLISTER PACK (70518-0097-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,70518-0097-00,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,REMEDYREPACK INC.,70518-0097,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,1/3/2017,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (70518-0097-0)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,61958-0701-01,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"Gilead Sciences, Inc",61958-0701,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (61958-0701-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,67296-1237-03,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"RedPharm Drug, Inc.",67296-1237,Truvada,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"3 TABLET, FILM COATED in 1 BOTTLE (67296-1237-3)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,61958-0704-01,"133 mg/1,                         200  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"Gilead Sciences, Inc",61958-0704,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,3/10/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (61958-0704-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,61958-0705-01,"167 mg/1,                         250  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"Gilead Sciences, Inc",61958-0705,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,3/10/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (61958-0705-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,61958-0703-01,"100 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"Gilead Sciences, Inc",61958-0703,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,3/10/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (61958-0703-1)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
Truvada,67296-1237-04,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,"RedPharm Drug, Inc.",67296-1237,Truvada,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,8/2/2004,N/A,NDA,"4 TABLET, FILM COATED in 1 BOTTLE (67296-1237-4)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
TRUVADA,61919-0669-02,"200 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA021752,DIRECT RX,61919-669,emtricitabine and tenofovir disoproxil fumarate,EMTRICITABINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,2/22/2017,N/A,NDA,"2 TABLET, FILM COATED in 1 BOTTLE (61919-669-02)","Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2021
CIMDUO,49502-0450-93,"300 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA022141,Mylan Specialty L.P.,49502-450,Lamivudine and Tenofovir Disoproxil Fumarate,LAMIVUDINE;  TENOFOVIR DISOPROXIL FUMARATE,HUMAN PRESCRIPTION DRUG,6/25/2018,N/A,NDA,"1 BOTTLE, PLASTIC in 1 CARTON (49502-450-93)  > 30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC","Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleosides [CS], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
COMBIVIR,49702-0202-18,"150 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA020857,ViiV Healthcare Company,49702-202,lamivudine and zidovudine,LAMIVUDINE;  ZIDOVUDINE,HUMAN PRESCRIPTION DRUG,10/19/2010,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (49702-202-18)","Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Analog [EXT], Nucleoside Reverse Transcriptase Inhibitors [MoA]",N/A,No,12/31/2020
Kaletra,55289-0947-12,"200 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,NDA021906,"PD-Rx Pharmaceuticals, Inc.",55289-947,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,6/18/2010,N/A,NDA,"12 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (55289-947-12)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,00074-0522-60,"100 mg/1,                         25  mg/1","TABLET, FILM COATED",ORAL,NDA021906,AbbVie Inc.,0074-0522,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,6/18/2010,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (0074-0522-60)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,70518-0091-02,"200 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,NDA021906,REMEDYREPACK INC.,70518-0091,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,12/29/2016,N/A,NDA,"30 TABLET, FILM COATED in 1 BLISTER PACK (70518-0091-2)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,00074-3956-46,"80 mg/mL,                         20  mg/mL",SOLUTION,ORAL,NDA021251,AbbVie Inc.,0074-3956,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,6/18/2010,N/A,NDA,1 BOTTLE in 1 CARTON (0074-3956-46)  > 160 mL in 1 BOTTLE,"HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,00074-6799-22,"200 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,NDA021906,AbbVie Inc.,0074-6799,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,6/18/2010,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE (0074-6799-22)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,00074-6799-30,"200 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,NDA021906,AbbVie Inc.,0074-6799,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,6/18/2010,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE (0074-6799-30)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,Yes,12/31/2021
Kaletra,00074-1575-21,"100 mg/1,                         25  mg/1","TABLET, FILM COATED",ORAL,NDA021906,AbbVie Inc.,0074-1575,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,4/8/2020,N/A,NDA,"60 TABLET, FILM COATED in 1 BOTTLE (0074-1575-21)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
Kaletra,00074-2605-21,"200 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,NDA021906,AbbVie Inc.,0074-2605,Lopinavir and Ritonavir,LOPINAVIR;  RITONAVIR,HUMAN PRESCRIPTION DRUG,4/8/2020,N/A,NDA,"120 TABLET, FILM COATED in 1 BOTTLE (0074-2605-21)","HIV Protease Inhibitors [MoA], Protease Inhibitor [EPC], P-Glycoprotein Inhibitors [MoA], Cytochrome P450 3A Inhibitors [MoA], Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA], HIV Protease Inhibitors [MoA], Cytochrome P450 3A Inhibitor [EPC], Protease Inhibitor [EPC], Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 3A Inducers [MoA], P-Glycoprotein Inhibitors [MoA], Breast Cancer Resistance Protein Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], UDP Glucuronosyltransferases Inducers [MoA]",N/A,No,12/31/2021
